TestMatchNumber,Wicket,Batter,dismissalMode,Fielder,Runs,Innings,Opposition,venue,country,matchDate,match,video,description,Milestone,fieldingPosition,wktDetails
26,115,Shakib Al Hasan,caught,CA Pujara,22,4,v Bangladesh,Hyderabad,India,9 Feb 2017,Test # 2249,jadeja-wkt-115,"that's the bulls-eye, you know Jadeja's accurate and here is proof. There's a little patch of rough on a good length outside the off stump and he absolutely nails it. There's a massive explosion of dust, as the ball lurches at Shakib, who despite being deep in his crease, is undone by the turn and bounce, hits the top glove and goes to short leg. Smart catch as well, from Pujara. 106/4 ",,close-in,"115. Shakib Al Hasan c CA Pujara b Jadeja
Test Match#: 26.0: v Bangladesh at Hyderabad in 2017 (2nd innings)"
26,116,Mehidy Hasan Miraz,caught,WP Saha,23,4,v Bangladesh,Hyderabad,India,9 Feb 2017,Test # 2249,jadeja-wkt-116,"given caught behind and Mehedi is walking off. Massive turn and bounce with the new ball. This is quick, pitching just outside off, and ripping away past the middle of the bat as he tries to defend. Top take from Saha, rising up with the ball, his gloves at his chest when he takes it. Was there an edge though? Needs confirmation from technology. And Ultra-edge says there is glove. That's why the batsman didn't review. 242/8 ",,Keeper,"116. Mehidy Hasan Miraz c WP Saha b Jadeja
Test Match#: 26.0: v Bangladesh at Hyderabad in 2017 (2nd innings)"
26,117,Taijul Islam,caught,KL Rahul,6,4,v Bangladesh,Hyderabad,India,9 Feb 2017,Test # 2249,jadeja-wkt-117,"ooof, this is a top-edged pull and two fielders are getting under it, neither is backing out, and both of them grab at the ball. Luckily for India, Rahul clings on despite the interference from Vijay. The best reaction to all this comes from Jadeja, who just goes down on his haunches and slaps his hand to his forehead, laughing uncontrollably.. 249/9",,,"117. Taijul Islam c KL Rahul b Jadeja
Test Match#: 26.0: v Bangladesh at Hyderabad in 2017 (2nd innings)"
27,118,PSP Handscomb,lbw,,22,1,v Australia,Pune,India,23 Feb 2017,Test # 2250,jadeja-wkt-118,"that was always coming. A flat delivery from Jadeja, Handscomb is undone by the lack of turn and the fact that he is is too far back in his crease. This is the natural variation, the non-turning delivery. Handscomb stays back and the ball skids on to beat Handscomb on the inside edge: the previous delivery should have been a signal. Struck right in front of middle and leg. Out says umpire Llong. Handscomb chats with Smith but walks off.. 149/3 ",,,"118. PSP Handscomb lbw  Jadeja
Test Match#: 27.0: v Australia at Pune in 2017 (1st innings)"
27,119,MR Marsh,lbw,,4,1,v Australia,Pune,India,23 Feb 2017,Test # 2250,jadeja-wkt-119,"absolutely dead! Flat on off, the ball that doesn't turn. Jadeja brings this one back in with a round-arm action, Marsh stays back and misses a drive and is struck plumb in front of off. The finger went up almost before the appeal.. 166/5",,,"119. MR Marsh lbw  Jadeja
Test Match#: 27.0: v Australia at Pune in 2017 (1st innings)"
27,120,MR Marsh,caught,WP Saha,31,3,v Australia,Pune,India,23 Feb 2017,Test # 2250,jadeja-wkt-120,"there was a noise and umpire Kettleborough gives him. Marsh walks off. There is that fuller length, close enough to the bat. Marsh gets forward and the ball spins, but not too much to beat the bat. He gets forward and gets a thin outside edge, which is well taken by Saha, who didn't even go up instantly. Jadeja gets reward for a fuller length, getting the outside edge in play.. 169/5 ",,Keeper,"120. MR Marsh c WP Saha b Jadeja
Test Match#: 27.0: v Australia at Pune in 2017 (2nd innings)"
27,121,SPD Smith,lbw,,109,3,v Australia,Pune,India,23 Feb 2017,Test # 2250,jadeja-wkt-121,"that looked out and is given! Smith reviews, but I don't think this will be overturned. A flat delivery from Jadeja on off, Smith for once misreads the length, goes back and looks to pull but is beaten by the pace of that. It goes on and hits Smith in front of off. Three reds on HawkEye and a sensational innings from Smith ends. That's a terrific effort. Australia have good two magnificent contributions in two innings, O'Keefe and now Smith. 246/7 ",,,"121. SPD Smith lbw  Jadeja
Test Match#: 27.0: v Australia at Pune in 2017 (2nd innings)"
27,122,SNJ O'Keefe,caught,WP Saha,6,3,v Australia,Pune,India,23 Feb 2017,Test # 2250,jadeja-wkt-122,"and that's the end of the innings. O'Keefe reviews but has taken off his gloves and is heading off for some lunch. Tosses this up down leg, the ball spins away. O'Keefe has planted his front foot forward, head over the ball, tries to defend, but the ball spins away sharply and kisses the outside edge. Saha holds onto another terrific catch. So much turn, and with that angle, even first slip could have taken it.. 285/10",,Keeper,"122. SNJ O'Keefe c WP Saha b Jadeja
Test Match#: 27.0: v Australia at Pune in 2017 (2nd innings)"
28,123,SPD Smith,caught,WP Saha,8,2,v Australia,Bengaluru,India,4 Mar 2017,Test # 2251,jadeja-wkt-123,"the natural variation from Jadeja does it. The pressure has worked. India have been at them all morning, and now they have broken through. Length ball, middle and leg, Smith plays a defensive shot, looking for some straightening of the line, but the ball slides on to hit the inside edge and the pad. Saha runs to his left and puts in a dive to catch it. 82/2 ",,Keeper,"123. SPD Smith c WP Saha b Jadeja
Test Match#: 28.0: v Australia at Bengaluru in 2017 (1st innings)"
28,124,MT Renshaw,stumped,WP Saha,60,2,v Australia,Bengaluru,India,4 Mar 2017,Test # 2251,jadeja-wkt-124,"intelligent bowling and sharp stumping. He sees Renshaw advancing again, and fires one down the leg side. Renshaw looks to pad it away, but is beaten. Saha collects down the leg side. Actually the ball just sticks in the webbing. And he completes the stumping before Renshaw can get back. Renshaw is not happy with himself, but this has been a great innings. Great application through the innings, but has made a mistake just when he thought India were there for the taking. 134/3 ",,,"124. MT Renshaw st WP Saha b Jadeja
Test Match#: 28.0: v Australia at Bengaluru in 2017 (1st innings)"
28,125,PSP Handscomb,caught,R Ashwin,16,2,v Australia,Bengaluru,India,4 Mar 2017,Test # 2251,jadeja-wkt-125,"Ashwin nearly drops it, but he is claiming this catch on the third attempt. A very lucky catch. Handscomb looks to clear midwicket against the turn again, but doesn't make a clean connection. Ashwin dives to his right, gets it in one hand, but the ball pops out as his elbow hits the ground. However, the ball lands one on his arm and not on the ground. Ashwin shows quickness then to quick retrieve it off his arm. Slight luck involved there but a good effort from Ashwin. 160/4 ",,InField,"125. PSP Handscomb c R Ashwin b Jadeja
Test Match#: 28.0: v Australia at Bengaluru in 2017 (1st innings)"
28,126,MS Wade,lbw,,40,2,v Australia,Bengaluru,India,4 Mar 2017,Test # 2251,jadeja-wkt-126,"that is close, given out lbw and Wade has reviewed it immediately. This has turned back sharply against his round-the-wicket angle, from a length and from outside off. Beats the inside edge, hits him in front of off, and would have gone on to hit leg. The decision stays, and Jadeja has his fourth. 274/8 ",,,"126. MS Wade lbw  Jadeja
Test Match#: 28.0: v Australia at Bengaluru in 2017 (1st innings)"
28,127,NM Lyon,lbw,,0,2,v Australia,Bengaluru,India,4 Mar 2017,Test # 2251,jadeja-wkt-127,"Jadeja is on a hat-trick. Well hang on, Lyon has reviewed it. This looks plumb to naked eye, but I think Lyon thinks he has hit it. Lyon goes for a sweep to a really full and straight ball. He is hit bang in front of middle, but he reckons he has hit the ball. Replays show, though, Lyon hits the pitch with his bat and not the ball. So the on-field call stays. That completes a five-for for the bowler who has bowled the least overs among the specialists. 274/9 ",,,"127. NM Lyon lbw  Jadeja
Test Match#: 28.0: v Australia at Bengaluru in 2017 (1st innings)"
28,128,JR Hazlewood,caught,KL Rahul,1,2,v Australia,Bengaluru,India,4 Mar 2017,Test # 2251,jadeja-wkt-128,"Jadeja gets a six-for. Hazlewood looks for the big swipe, and ends up skying it to long-on. Jadeja 6 for 63 in ",,Outfield,"128. JR Hazlewood c KL Rahul b Jadeja
Test Match#: 28.0: v Australia at Bengaluru in 2017 (1st innings)"
28,129,SNJ O'Keefe,bowled,,2,4,v Australia,Bengaluru,India,4 Mar 2017,Test # 2251,jadeja-wkt-129,"Jadeja too good. He has created many wickets today, but now he gets one in his own ledger. O'Keefe plays a forward defensive to a length ball. The ball hits a crack, refuses to turn or bounce. It rolls along the ground to hit the stump mic on the middle stump. India two wickets away. 110/8",,,"129. SNJ O'Keefe b  Jadeja
Test Match#: 28.0: v Australia at Bengaluru in 2017 (2nd innings)"
29,130,DA Warner,caught,RA Jadeja,19,1,v Australia,Ranchi,India,16 Mar 2017,Test # 2256,jadeja-wkt-130,"what a catch from Jadeja. This is such a weird wicket. The little bit of luck India needed. A full toss from Jadeja, Warner should be hitting this for four, but ends up slicing this back at good pace. The thing about this catch is, after you bowl such a fullie you are looking at which part of the ground is this being dispatched to. Jadeja, though, is alert and pouches this. 50/1 ",,return catch,"130. DA Warner c RA Jadeja b Jadeja
Test Match#: 29.0: v Australia at Ranchi in 2017 (1st innings)"
29,131,GJ Maxwell,caught,WP Saha,104,1,v Australia,Ranchi,India,16 Mar 2017,Test # 2256,jadeja-wkt-131,"and Maxwell falls soon after getting to a hundred. And it's that man Jadeja again. Jadeja this morning: 20 balls, no runs, and now a wicket of the centurion. This is short of a length, Maxwell shapes up for the punch, but there is a puff of dust where it pitches before it turns away to take the edge. Good catch by Saha. 331/5 ",,Keeper,"131. GJ Maxwell c WP Saha b Jadeja
Test Match#: 29.0: v Australia at Ranchi in 2017 (1st innings)"
29,132,MS Wade,caught,WP Saha,37,1,v Australia,Ranchi,India,16 Mar 2017,Test # 2256,jadeja-wkt-132,"Jadeja has another wicket. He is keeping India alive single-handedly. Jadeja keeps hitting the rough on a length, and this one explodes from the pitch to go straight on as opposed to turning as expected. Wade edges this to be caught by Saha. 395/6 ",,Keeper,"132. MS Wade c WP Saha b Jadeja
Test Match#: 29.0: v Australia at Ranchi in 2017 (1st innings)"
29,133,PJ Cummins,bowled,,0,1,v Australia,Ranchi,India,16 Mar 2017,Test # 2256,jadeja-wkt-133,"what a beauty from Jadeja. This is sensational bowling. A left-arm bowler's dream ball, but this will worry India too. This is on a length, on middle and leg, drawing a forward-defensive from Cummins. The ball then turns away to beat the outside edge and hit the top of off. No puff of dust here. 395/7 ",,,"133. PJ Cummins b  Jadeja
Test Match#: 29.0: v Australia at Ranchi in 2017 (1st innings)"
29,134,NM Lyon,caught,KK Nair,1,1,v Australia,Ranchi,India,16 Mar 2017,Test # 2256,jadeja-wkt-134,"Jadeja has a five-for. Lovely catch by silly point. Jadeja bowls slow in the air, Lyon defends off the front foot, the ball bounces extra and hits his bat high. Nair is alert to this catch off the middle of the bat. 449/9",,InField,"134. NM Lyon c KK Nair b Jadeja
Test Match#: 29.0: v Australia at Ranchi in 2017 (1st innings)"
29,135,DA Warner,bowled,,14,3,v Australia,Ranchi,India,16 Mar 2017,Test # 2256,jadeja-wkt-135,"wide on the crease, and Jadeja produces a beauty. Uses the angle, pitches this smack in the rough, Warner plays back when he should be forward. Perhaps it is the flat trajectory. There is an explosion in the rough, the ball turns past the inside edge, stays a touch low too. Cleans him up. 17/1 ",,,"135. DA Warner b  Jadeja
Test Match#: 29.0: v Australia at Ranchi in 2017 (2nd innings)"
29,136,NM Lyon,bowled,,2,3,v Australia,Ranchi,India,16 Mar 2017,Test # 2256,jadeja-wkt-136,"Jadeja ends the day with a sign of things to come. The pitch is turning, so bowl a line and length that hits the stumps. Some drift, pitches middle and off, Lyon defends the line, the ball takes a piece of the pitch and turns past the edge to knock back the off stump. 23/2 ",,,"136. NM Lyon b  Jadeja
Test Match#: 29.0: v Australia at Ranchi in 2017 (2nd innings)"
29,137,SPD Smith,bowled,,21,3,v Australia,Ranchi,India,16 Mar 2017,Test # 2256,jadeja-wkt-137,"Smith pads up to one outside leg, but it spins past the pad to flatten the off stump. This is an inverted replay of what Jadeja did to Smith four years ago in Delhi. Bowled when shouldering alone. So what has Smith done wrong here? This is outside leg, so it is okay to pad it away, but it is slightly half-committed padding. Doesn't cover the line enough, leaving the ball a chance to spin past the pad. Pujara used to stride forward when padding up. Smith has only half a forward movement. And Jadeja rips it from the rough. This could be over for Australia. 63/4 ",,,"137. SPD Smith b  Jadeja
Test Match#: 29.0: v Australia at Ranchi in 2017 (2nd innings)"
29,138,SE Marsh,caught,M Vijay,53,3,v Australia,Ranchi,India,16 Mar 2017,Test # 2256,jadeja-wkt-138,"finally India get a wicket. Sixty-two overs after India last struck. And it is Jadeja yet again. On a length, slightly casual defence from Marsh, the ball bounces, hits him high on the bat, and easy catch is taken at forward short leg. A great innings from the much-maligned Marsh. 187/5",,close-in,"138. SE Marsh c M Vijay b Jadeja
Test Match#: 29.0: v Australia at Ranchi in 2017 (2nd innings)"
30,139,MS Wade,bowled,,57,1,v Australia,Dharamsala,India,25 Mar 2017,Test # 2258,jadeja-wkt-139,"how long do you keep Jadeja out of action? He gets one now, kissing the off stump of Wade. Wade tries the big sweep in front of square, but misses the ball. It looks like it is in the slot for the shot, but has it drifted away? It squeezes under the bat, and takes the top of off. Wade is filthy with himself after having batted so well. Gestures he should be playing straight. More so because there are just 18 minutes to go to stumps. 298/9",,,"139. MS Wade b  Jadeja
Test Match#: 30.0: v Australia at Dharamsala in 2017 (1st innings)"
30,140,SE Marsh,caught,CA Pujara,1,3,v Australia,Dharamsala,India,25 Mar 2017,Test # 2258,jadeja-wkt-140,"Jadeja strikes again. Tame shot from Marsh. Like Nair yesterday to Lyon. Going back to a length ball, with excessive turn and bounce from a length outside off. Gloves to short leg. India well ahead now. 92/5 ",,close-in,"140. SE Marsh c CA Pujara b Jadeja
Test Match#: 30.0: v Australia at Dharamsala in 2017 (2nd innings)"
30,141,PJ Cummins,caught,AM Rahane,12,3,v Australia,Dharamsala,India,25 Mar 2017,Test # 2258,jadeja-wkt-141,"beautiful bowling to a lower-order batsman. Toss it up, tease them, draw a drive, turn it to take the edge, and watch your captain and swallow another catch. 121/7 ",,,"141. PJ Cummins c AM Rahane b Jadeja
Test Match#: 30.0: v Australia at Dharamsala in 2017 (2nd innings)"
30,142,SNJ O'Keefe,caught,CA Pujara,0,3,v Australia,Dharamsala,India,25 Mar 2017,Test # 2258,jadeja-wkt-142,"what a catch by Pujara at silly point. This is straight off the bat. Not off the bat and pad. O'Keefe defends in front of his body, the ball bounces at him, goes to silly point's left off the shoulder of the bat. Pujara sticks his left hand out. The ball props up, and he gets his both hands around before the ball can touch the helmet grille. 121/8",,InField,"142. SNJ O'Keefe c CA Pujara b Jadeja
Test Match#: 30.0: v Australia at Dharamsala in 2017 (2nd innings)"
31,143,AD Mathews,caught,V Kohli,83,2,v Sri Lanka,Galle,Sri lanka,26 Jul 2017,Test # 2265,jadeja-wkt-143,"caught at short cover! Mathews has to walk back, even though he has played a pretty decent shot, moving to the leg side, to lift a flighted delivery over the off side infield. Problem is, he can't get under the ball enough to put power into the shot and as a result Virat Kohli pouches the ball with very little difficulty.. 205/6 ",,close-in,"143. AD Mathews c V Kohli b Jadeja
Test Match#: 31.0: v Sri Lanka at Galle in 2017 (1st innings)"
31,144,HMRKB Herath,caught,AM Rahane,9,2,v Sri Lanka,Galle,Sri lanka,26 Jul 2017,Test # 2265,jadeja-wkt-144,"Herath has been given out caught behind by the on-field umpire Illingworth. He points to his left elbow and asks for a review. This was lobbed up outside off, this is a bouncier than normal Galle track, Herath attempts a reverse-sweep. Did this just loop behind off the forearm? Nope, the ball brushed the glove band on its way to Rahane running back from first slip. TV umpire Tucker upholds the on-field call. 241/7 ",,InField,"144. HMRKB Herath c AM Rahane b Jadeja
Test Match#: 31.0: v Sri Lanka at Galle in 2017 (1st innings)"
31,145,CBRLS Kumara,bowled,,2,2,v Sri Lanka,Galle,Sri lanka,26 Jul 2017,Test # 2265,jadeja-wkt-145,"nails the top of off stump! This is sensational bowling - he loops it up outside off and draws Kumara forward, but the batsman doesn't realise this one also drifts away, just that couple of inches, and turns in just enough. but all the best tricks are subtle. Kumara doesn't cover for it and ends up playing inside the line and is beaten on the outside edge. Just top class, even if he only had to deal with a tail-ender. 291/9",,,"145. CBRLS Kumara b  Jadeja
Test Match#: 31.0: v Sri Lanka at Galle in 2017 (1st innings)"
31,146,BKG Mendis,caught,WP Saha,36,4,v Sri Lanka,Galle,Sri lanka,26 Jul 2017,Test # 2265,jadeja-wkt-146,turn and bounce! Saha mounts a caught-behind appeal. On-field umpire Oxenford turns it down. Kohli chooses to challenge it. This proves successful for India. Mendis has to exit. This was pushed through quicker and lifting outside off. Mendis has a defensive poke at it in the channel. He plays inside the line as the ball grazes the outside edge near the higher part of the bat and settles into the gloves of Saha. There's a spike on Ultra Edge. The keeper rides the bounce and snaffles it. Umpire Oxenford's on-field call has been reversed. Sri Lanka are three down and effectively four down. 108/3 ,,Keeper,"146. BKG Mendis c WP Saha b Jadeja
Test Match#: 31.0: v Sri Lanka at Galle in 2017 (2nd innings)"
31,147,AD Mathews,caught,HH Pandya,2,4,v Sri Lanka,Galle,Sri lanka,26 Jul 2017,Test # 2265,jadeja-wkt-147,"Oh dear, Mathews ventures a wild leg-side hoick and spoons a catch to backward point! What was that, Angelo? He runs down the track and looks to thump it over the leg side. But he is nowhere close to the pitch of this turning ball and skews a leading edge that baloons into the hands of Pandya. Strange shot selection from Mathews. Unbelievable. This Test is hurtling towards a four-day finish?. 116/4 ",,InField,"147. AD Mathews c HH Pandya b Jadeja
Test Match#: 31.0: v Sri Lanka at Galle in 2017 (2nd innings)"
31,148,CBRLS Kumara,caught,Mohammed Shami,0,4,v Sri Lanka,Galle,Sri lanka,26 Jul 2017,Test # 2265,jadeja-wkt-148,"Kumara holes out, the injured Herath won't bat. It's all over. India conquer Galle. Jadeja sews up India's 304-run victory. This was liberally tossed up outside off and breaks back in. Kumara has an almighty slog-sweep at it and only top-edges it hiiiiiiiiigh in the air. Shami at mid-off settles under this skier. This is India's biggest win away from home in terms of runs. Kohli grins from ear to ear, and India soak in the moment. 245/8",,InField,"148. CBRLS Kumara c Mohammed Shami b Jadeja
Test Match#: 31.0: v Sri Lanka at Galle in 2017 (2nd innings)"
32,149,LD Chandimal,caught,HH Pandya,10,2,v Sri Lanka,Colombo (SSC),Sri lanka,3 Aug 2017,Test # 2267,jadeja-wkt-149,"straight to square leg! There's enough happening off this pitch without mistakes like these. But perhaps on second thought, that is an attacking fielder, especially to Chandimal, who is an avid sweeper of the ball. He got his first boundary that way, and struck that in the air too. This time India keep a square leg in, behind square, and Chandimal falls into the trap perfectly. 60/3 ",,InField,"149. LD Chandimal c HH Pandya b Jadeja
Test Match#: 32.0: v Sri Lanka at Colombo (SSC) in 2017 (1st innings)"
32,150,DM de Silva,bowled,,0,2,v Sri Lanka,Colombo (SSC),Sri lanka,3 Aug 2017,Test # 2267,jadeja-wkt-150,"bye, bye Dhananjaya. What a ball from Jadeja! What a way to bring up 150 wickets in Test cricket. Quick fizzer, nearly 95ks, too fast for Dhananjaya to press forward. Slides in from around the wicket and turns away slightly with extra bounce to open him up, beat the outside edge and kiss the off bail. The turn wasn't sharp but the bounce was. More clouds of dust from the surface. 122/6",,,"150. DM de Silva b  Jadeja
Test Match#: 32.0: v Sri Lanka at Colombo (SSC) in 2017 (1st innings)"
32,151,LD Chandimal,caught,AM Rahane,2,3,v Sri Lanka,Colombo (SSC),Sri lanka,3 Aug 2017,Test # 2267,jadeja-wkt-151,"edged again and this carries to Rahane at first slip! Jadeja is more relieved than pumped. It's Kohli who's pumped. On a good length, this slides in from around the wicket and turns away outside off. Chandimal presses forward and unwisely jabs at the ball with hard hands. Rahane dives to his right to snaffle this low catch. Excellent grab. 241/4 ",,slip-cordon,"151. LD Chandimal c AM Rahane b Jadeja
Test Match#: 32.0: v Sri Lanka at Colombo (SSC) in 2017 (2nd innings)"
32,152,FDM Karunaratne,caught,AM Rahane,141,3,v Sri Lanka,Colombo (SSC),Sri lanka,3 Aug 2017,Test # 2267,jadeja-wkt-152,"takes off like a rocket and even Karunaratne is unable to best it. A perfectly good length ball on middle suddenly becomes the stuff of NASA's dreams as it soars up, takes the batsman's gloves and settles safely in the hands of Rahane, having run a little way behind the wicketkeeper. Cruel end to an innings of great quality, and that qualifty is reinforced by the fact most of India's close-in fielders run over to Karunaratne to shake his hand and his team-mate Mathews runs up to shake his hand before he leaves. 310/5 ",,,"152. FDM Karunaratne c AM Rahane b Jadeja
Test Match#: 32.0: v Sri Lanka at Colombo (SSC) in 2017 (2nd innings)"
32,153,AD Mathews,caught,WP Saha,36,3,v Sri Lanka,Colombo (SSC),Sri lanka,3 Aug 2017,Test # 2267,jadeja-wkt-153,"caught behind! Saha has been legendary behind the stumps, and he establishes that fact with this catch. Mathews is playing a cut. A full-blooded cut. And he gets a top-edge. A sizeable top edge. But Saha is right there, climbing with the ball, eyes on it. His hands move up high over his shoulder and the ball sticks in the edge of his gloves. Superb work.. 315/6 ",,Keeper,"153. AD Mathews c WP Saha b Jadeja
Test Match#: 32.0: v Sri Lanka at Colombo (SSC) in 2017 (2nd innings)"
32,154,MDK Perera,stumped,WP Saha,4,3,v Sri Lanka,Colombo (SSC),Sri lanka,3 Aug 2017,Test # 2267,jadeja-wkt-154,"that's not on! If you have to step down the track to Jadeja, you don't do it early. Perera learns the lesson in the hardest way possible as he leaves the crease, gets a quick, ripping delivery that beats his outside edge by a mile and goes to the waiting Saha who is perfectly brilliant. 321/7 ",,,"154. MDK Perera st WP Saha b Jadeja
Test Match#: 32.0: v Sri Lanka at Colombo (SSC) in 2017 (2nd innings)"
32,155,DM de Silva,caught,AM Rahane,17,3,v Sri Lanka,Colombo (SSC),Sri lanka,3 Aug 2017,Test # 2267,jadeja-wkt-155,"Has Rahane pocketed another low catch? The TV umpire has been called in. The soft signal from on-field umpire Oxenford is out. Brushes the glove and dies on Rahane. He bends low with it at slip. Umpire Illingworth says ""seems like he has his hands underneath the ball"". Yes, Rahane has his hands nice and low, and that's where the ball landed. Flat dart from Jadeja, slides in outside off, turns slightly and bounces sharply. Great grab from Rahane, and another five-wicket haul for Jadeja. 343/8",,slip-cordon,"155. DM de Silva c AM Rahane b Jadeja
Test Match#: 32.0: v Sri Lanka at Colombo (SSC) in 2017 (2nd innings)"
34,156,AD Mathews,lbw,,10,1,v Sri Lanka,Nagpur,India,24 Nov 2017,Test # 2283,jadeja-wkt-156,"out, given by umpire Joel Wilson. But for what? Review for lbw. It was caught by Rahane at slip, but there was no bat, the bat came down and struck the front pad, which caused it to deflect away, preventing the bat from meeting the ball, which meant there was a free path for the ball to first hit the front pad, then the back pad. Two reds on review, and umpire's call on impact with stumps, just clipping the leg stump. Feel the umpire hedged his bets slightly there, it was out one way or another. In the end, umpire's call does for Mathews. It was the slider from Jadeja, full around middle, and kept sliding on.. 60/3 ",,,"156. AD Mathews lbw  Jadeja
Test Match#: 34.0: v Sri Lanka at Nagpur in 2017 (1st innings)"
34,157,N Dickwella,caught,I Sharma,24,1,v Sri Lanka,Nagpur,India,24 Nov 2017,Test # 2283,jadeja-wkt-157,"ooh the false stroke, and Jadeja strikes. Jadeja has been getting plenty of drift from slightly wide of the crease. Dickwella's shot selection isn't bad, but when he saw Jadeja go wide of the crease, his shot surely should have been improvised. He tried to lift it over midwicket with the spin, a good option, but because he didn't quite get to the pitch and because that ball slid on with the arm, it took the outside half of the bat and lobbed up. Ishant at mid-off, takes a simple catch by his chest. Just subtle variations, Dickwella plays the wrong shot.. 160/5 ",,InField,"157. N Dickwella c I Sharma b Jadeja
Test Match#: 34.0: v Sri Lanka at Nagpur in 2017 (1st innings)"
34,158,MDK Perera,lbw,,15,1,v Sri Lanka,Nagpur,India,24 Nov 2017,Test # 2283,jadeja-wkt-158,"92 kph, gone! Ump Kettleborough gives Dilruwan again, and the review again. Quick on middle and leg, skids on and on and on and past the inside edge. Dilruwan is too late to play, misses the straight one and is struck plumb in front. Three reds on review and SL lose their seventh and a review. Batting against this natural variation is much harder than on a pitch that is ripping and turning. As a batsman, you only have a 50% chance - the one that will spin or won't.. 184/7",,,"158. MDK Perera lbw  Jadeja
Test Match#: 34.0: v Sri Lanka at Nagpur in 2017 (1st innings)"
34,159,FDM Karunaratne,caught,M Vijay,18,3,v Sri Lanka,Nagpur,India,24 Nov 2017,Test # 2283,jadeja-wkt-159,"has he taken that? Yes he has! I'm not sure how he's managed it, but Vijay has held on at short leg. This ball loops and lands a tad shorter than the previous one. It's still at a middle stump line, but there's a bit more room for it to spin marginally. Karunaratne looks to flick again, but he's not to the pitch. Whips his wrists to try and reach it and hits it into Vijay who is still crouching as the shot is being played. Hits his forearm and goes into his body. And on it's way down, he squeezes his legs together and holds on with his thighs. 34/2 ",,close-in,"159. FDM Karunaratne c M Vijay b Jadeja
Test Match#: 34.0: v Sri Lanka at Nagpur in 2017 (2nd innings)"
34,160,AD Mathews,caught,RG Sharma,10,3,v Sri Lanka,Nagpur,India,24 Nov 2017,Test # 2283,jadeja-wkt-160,straight to mid-off. Tonked one on the rise against Jadeja previously. That went over the long-on boundary. This is a similar shot - a jab on the front foot with quick wrists to a length ball at off stump. But he can't clear the fielder. Another very soft dismissal. 68/4,,Outfield,"160. AD Mathews c RG Sharma b Jadeja
Test Match#: 34.0: v Sri Lanka at Nagpur in 2017 (2nd innings)"
35,161,MDK Perera,lbw,,42,2,v Sri Lanka,Delhi,India,2 Dec 2017,Test # 2286,jadeja-wkt-161,"what a review from India. Jadeja was convinced this was hitting the stumps but wasn't sure if this was over the three-metre line. Kohli went for it and as it turns out, height and line wasn't in doubt, as was the distance from the stumps. Once Jadeja shortened his length, Dilruwan looked to pad it away as he stepped out but was struck in line in trying to do that. Wicket against the run of play for India. The impact was apparently ",,,"161. MDK Perera lbw  Jadeja
Test Match#: 35.0: v Sri Lanka at Delhi in 2017 (1st innings)"
35,162,PLS Gamage,lbw,,1,2,v Sri Lanka,Delhi,India,2 Dec 2017,Test # 2286,jadeja-wkt-162,"got the previous delivery to spin away. This one's the arm ball that skids back in to beat the inside edge on his forward prod. That would've crashed into the stumps. Umpire Nigel Llong raised his finger even before Jadeja could complete the appeal. As far as decisions go, that's a simple one. Ball tracker says umpire's call . 343/9",,,"162. PLS Gamage lbw  Jadeja
Test Match#: 35.0: v Sri Lanka at Delhi in 2017 (1st innings)"
35,163,FDM Karunaratne,caught,WP Saha,13,4,v Sri Lanka,Delhi,India,2 Dec 2017,Test # 2286,jadeja-wkt-163,"they were so close to walking off for light, they just about continue and look what has happened. Karunaratne, in trying to shut shop, and defend has got faint nick to a topspinner from Jadeja, excellent catch by Saha. Clear edge, Karunaratne was confused because the bat hit the pad at the same time there was a nick, but Sri Lanka would've lost a review had they decided to go upstairs.. 31/2 ",,Keeper,"163. FDM Karunaratne c WP Saha b Jadeja
Test Match#: 35.0: v Sri Lanka at Delhi in 2017 (2nd innings)"
35,164,RAS Lakmal,bowled,,0,4,v Sri Lanka,Delhi,India,2 Dec 2017,Test # 2286,jadeja-wkt-164,"Jadeja turns around to appeal without realising he's bowled Lakmal. This was drifting in full from wide of the crease, Lakmal was tentative in his forward prod and got some bottom edge as it rolled on to the stumps.. 31/3 ",,,"164. RAS Lakmal b  Jadeja
Test Match#: 35.0: v Sri Lanka at Delhi in 2017 (2nd innings)"
35,165,AD Mathews,caught,AM Rahane,1,4,v Sri Lanka,Delhi,India,2 Dec 2017,Test # 2286,jadeja-wkt-165,"what a ball, what a catch. Bowled this from much wider of the crease from around the stumps, excellent anticipation from Rahane at slip. The ball drifted in and spun away sharply from the rough, this one bounced as well. Mathews made the cardinal sin of driving at that, got a thick edge that flew to Rahane's right but he's got excellent hands, which begs the question: why doesn't he stand there for the fast bowlers? Jadeja's persistence has paid off.. 35/4",,slip-cordon,"165. AD Mathews c AM Rahane b Jadeja
Test Match#: 35.0: v Sri Lanka at Delhi in 2017 (2nd innings)"
36,166,Rashid Khan,caught,UT Yadav,7,2,v Afghanistan,Bengaluru,India,14 Jun 2018,Test # 2307,jadeja-wkt-166,"short, wide, instead of slashing it over point, Rashid hits it straight into the lap of the fielder. Short and breaks away slightly outside off, Rashid holes out to Umesh Yadav for 7. Can Afghanistan reach three figures?. 78/7 ",,InField,"166. Rashid Khan c UT Yadav b Jadeja
Test Match#: 36.0: v Afghanistan at Bengaluru in 2018 (1st innings)"
